Total_Males,Total_Females,Median_Age,Total_Pop,Total_White_People,Total_Afr_Am_People,Total_American_Ind_Alk_Ntv,Total_Asian,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Less_Highschool,Total_Bachelor_Holders,Median_Income,Total_Children,Total_Married_Households,Total_STEM,Total_Business_Degree,Below_Poverty_Level_LTM,Total_Wealthy_Households,Median_Household_Income,Gini_Index,Total_Veterans,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Information,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Median_Gross_Rent,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Total_Mexican_Origin,Total_Puerto_Rican_Origin,Total_Cuban_Origin,Total_Dominican_Origin,District_Name,CD,State_Id,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
331048,365367,36.1,696415,296194,375652,988,4780,673877,12397,17977,97243,48026,16782,162051,97311,6371,19013,173871,3322,32472,0.4856,53004,38.8,260234,4401,12699,35583,32131,12568,5654,11236,25685,38336,22812,16378,667,311330,260234,51096,12374,4675,605,333,"Congressional District 6 (112th Congress), South Carolina",06,45,SC,SC-06-2012,70.1,28.9,70.9,28.1
410505,413577,37.1,824082,707944,9517,71532,7855,797228,15329,22015,50627,97956,25306,201849,163103,18819,26784,110681,7811,48321,0.4324,70027,40.5,415623,29302,26376,40902,47810,17042,6812,28805,39753,60255,31070,24654,612,439730,415623,24107,15786,966,32,50,"Congressional District (at Large) (112th Congress), South Dakota",AL,46,SD,SD-AL-2012,44.7,53.2,39.9,57.9
332502,351582,42.0,684084,644742,16489,1860,3789,658959,15622,21670,89922,55272,19520,143271,149048,11266,18589,131563,4407,36166,0.4575,62416,41.0,286634,3292,19754,51246,36267,13995,4758,13983,22778,42379,24790,10381,613,317177,286634,30543,16428,815,317,204,"Congressional District 1 (112th Congress), Tennessee",01,47,TN,TN-01-2012,28.6,69.9,25.7,72.7
356631,377109,39.6,733740,653205,50115,1877,12098,697740,18684,30303,63976,83434,23641,160084,147164,13003,28126,107902,7385,43753,0.4631,55610,40.9,336291,2332,21389,36519,45259,17340,8773,20150,31242,47491,23995,11415,724,366640,336291,30349,13845,2415,1019,0,"Congressional District 2 (112th Congress), Tennessee",02,47,TN,TN-02-2012,34.5,64.0,30.9,67.3
343342,360647,40.6,703989,595908,80098,1652,7962,673070,15434,26045,80978,62817,21035,150279,136480,9361,23419,138246,6299,38986,0.4822,54973,41.1,301845,2997,20135,48790,35036,18380,4387,18643,26428,40536,22342,10634,675,343164,301845,41319,14646,2266,827,63,"Congressional District 3 (112th Congress), Tennessee",03,47,TN,TN-03-2012,37.3,61.3,35.1,63.3
337787,342961,41.8,680748,628891,25733,2235,2291,666459,7342,12102,101209,49307,18666,151705,138648,6700,14948,129799,2688,35489,0.4426,57718,41.2,266836,5647,18427,45770,33760,15799,3301,11363,20341,37605,17585,14646,591,299816,266836,32980,14148,1266,188,1129,"Congressional District 4 (112th Congress), Tennessee",04,47,TN,TN-04-2012,35.8,62.6,33.1,65.3
349153,368851,34.6,718004,466419,179236,2147,18247,633062,53806,77833,68113,101514,24702,161338,110905,16170,35534,132448,8563,44798,0.4776,48107,38.0,355836,1850,21513,24888,43969,15327,9937,23391,33527,52368,32874,15338,798,392590,355836,36754,43814,1675,2148,72,"Congressional District 5 (112th Congress), Tennessee",05,47,TN,TN-05-2012,57.5,41.3,55.9,42.5
392225,411461,36.4,803686,699775,65284,3795,11965,757108,27554,40425,77331,75150,23767,199329,159827,11856,28644,120490,6149,46135,0.4583,56020,40.3,361624,4098,24745,50349,50225,19095,8600,23044,32285,43518,27659,17768,717,398638,361624,37014,27230,4548,1069,198,"Congressional District 6 (112th Congress), Tennessee",06,47,TN,TN-06-2012,33.5,64.9,29.5,69.1
396596,410423,37.4,807019,643561,115177,2858,19802,751188,20566,41813,56186,118556,29122,211631,173139,18048,51347,93158,19676,58947,0.4737,65785,41.8,352598,4913,17694,37459,44230,23410,5081,22069,31812,52460,20501,19554,872,386140,352598,33542,19755,6556,998,0,"Congressional District 7 (112th Congress), Tennessee",07,47,TN,TN-07-2012,36.3,62.4,32.9,65.7
317159,339214,38.9,656373,480011,148471,1431,4358,636843,10617,15898,75791,42594,19624,159492,111046,6939,16394,136120,2535,36638,0.4469,52377,41.3,257387,5273,16489,45040,31110,15593,3283,12054,21098,35396,17967,13530,626,300121,257387,42734,12756,1006,978,72,"Congressional District 8 (112th Congress), Tennessee",08,47,TN,TN-08-2012,34.9,64.1,32.9,66.1
293556,322154,33.4,615710,177556,390860,877,11774,571542,31016,40587,63016,66907,21218,153325,63285,8921,28544,152573,5572,36318,0.5076,33401,38.1,265411,797,11220,21679,28963,32674,4176,16385,22121,34435,22515,13240,780,308721,265411,43310,34451,2282,1006,444,"Congressional District 9 (112th Congress), Tennessee",09,47,TN,TN-09-2012,77.0,22.5,78.4,20.9
357742,374043,36.3,731785,563963,134425,2200,7055,668739,45512,58632,80023,61123,21916,184824,132469,9013,21336,128390,7742,41963,0.4673,54641,39.3,310484,17940,24543,33542,41482,12721,4365,12773,32235,45577,18882,13387,725,337751,310484,27267,104513,374,302,80,"Congressional District 1 (112th Congress), Texas",01,48,TX,TX-01-2012,30.0,69.0,27.5,71.6
398115,400052,35.7,798167,527395,182749,4147,26663,692128,60947,98291,72750,85480,27851,208443,140633,8512,32232,109377,12577,55812,0.4608,51642,40.6,352801,7680,29003,47124,39047,29508,5175,17298,35205,38418,21022,13531,858,392312,352801,39511,137388,4985,1790,867,"Congressional District 2 (112th Congress), Texas",02,48,TX,TX-02-2012,37.0,62.0,35.6,62.9
430417,440824,33.8,871241,557765,92042,2559,110984,668152,119258,192831,70875,155292,32326,248322,167495,19435,65562,117406,25990,67433,0.4460,41179,40.3,436777,3775,26131,47070,58644,12801,16635,46638,31974,43788,33298,7266,925,471183,436777,34406,159572,4450,2926,920,"Congressional District 3 (112th Congress), Texas",03,48,TX,TX-03-2012,37.0,61.0,34.2,64.3
418531,437574,37.5,856105,690690,93351,6896,13505,785861,37794,63346,76957,98493,26338,229205,172593,13538,33831,119259,10341,53216,0.4360,65909,41.6,372262,6160,25552,48502,44659,19268,7863,26510,32998,50638,19388,16996,751,406380,372262,34118,103206,2543,192,1044,"Congressional District 4 (112th Congress), Texas",04,48,TX,TX-04-2012,29.0,70.0,24.8,74.0
368641,376654,36.6,745295,553232,101542,2970,18603,646937,65894,94012,96643,66311,23559,194032,138920,9683,24998,118425,6671,46980,0.4431,46711,40.8,319216,8534,28414,29126,36983,20453,5099,23619,27521,43322,20946,11600,829,350015,319216,30799,147551,3599,430,718,"Congressional District 5 (112th Congress), Texas",05,48,TX,TX-05-2012,37.0,62.0,34.4,64.5
412433,416352,33.7,828785,581059,147190,5816,42314,703454,73779,118300,75105,89598,27123,229964,146779,13351,33967,135354,8499,53509,0.4373,52644,39.8,384807,6882,26278,47271,47040,23838,8013,31120,40242,38169,26274,15815,803,423616,384807,38809,178073,4277,1649,285,"Congressional District 6 (112th Congress), Texas",06,48,TX,TX-06-2012,42.0,57.0,40.8,57.9
402412,413581,34.9,815993,550965,97243,1721,78962,619855,102720,182692,47133,158215,37039,193389,149432,22436,65912,98633,39791,66454,0.5246,36085,39.3,437005,20530,22250,39436,42854,20787,7137,33946,39756,43694,23889,7638,985,465058,437005,28053,151382,3880,3058,623,"Congressional District 7 (112th Congress), Texas",07,48,TX,TX-07-2012,40.0,59.0,38.6,59.9
427818,421053,37.6,848871,725696,68523,5300,12652,769772,51577,72306,85159,84105,24831,211737,163280,12572,29405,127945,15145,51506,0.4772,61694,40.9,358950,15083,29554,39575,37064,27442,4702,18806,40579,36124,23119,17532,828,395445,358950,36495,107480,1661,1558,140,"Congressional District 8 (112th Congress), Texas",08,48,TX,TX-08-2012,26.0,73.0,21.7,77.0
357380,369746,31.4,727126,302484,249084,1079,67605,460863,181850,260195,126269,64239,21236,198075,96589,11730,22295,180067,2984,38362,0.4448,23792,37.6,344990,5252,31794,27137,44549,15705,2929,14234,30165,49471,33004,9045,751,388836,344990,43846,196113,2538,3042,310,"Congressional District 9 (112th Congress), Texas",09,48,TX,TX-09-2012,76.0,23.0,78.0,21.1
499943,490632,33.5,990575,718346,105582,5186,60921,801319,113727,173372,73167,152916,31394,273005,188061,17791,54704,119408,20850,62278,0.4476,50401,39.5,486005,14292,32306,53139,52407,21650,8625,30348,48747,47164,30940,25631,930,522595,486005,36590,214110,6253,5513,330,"Congressional District 10 (112th Congress), Texas",10,48,TX,TX-10-2012,43.0,56.0,38.8,59.1
357481,362255,36.3,719736,637183,29682,3687,4803,647518,44190,64525,97257,61823,22760,183527,138128,8284,20627,112750,8790,46067,0.4717,55648,40.4,320400,37526,23209,23852,34649,14879,5480,14968,28812,40196,27544,16018,717,338508,320400,18108,254363,1497,413,473,"Congressional District 11 (112th Congress), Texas",11,48,TX,TX-11-2012,23.0,76.0,19.6,79.2
412691,440662,34.0,853353,712062,56073,10004,19182,733325,78006,110444,96146,94285,27092,237711,153128,13439,33119,142615,11210,52742,0.4561,57098,39.7,391141,11764,28855,50870,41175,25379,5933,26929,36437,44209,23428,17486,829,427407,391141,36266,227481,5427,1026,122,"Congressional District 12 (112th Congress), Texas",12,48,TX,TX-12-2012,35.0,64.0,31.7,66.8
345035,326387,36.6,671422,572663,42907,5100,12059,613639,36507,51272,77634,58814,23046,166175,126621,10664,17182,100186,5169,43914,0.4452,51756,39.7,289066,19781,18515,29117,35808,15327,4063,15709,27349,39321,21774,17099,677,309754,289066,20688,146279,1421,601,355,"Congressional District 13 (112th Congress), Texas",13,48,TX,TX-13-2012,22.0,77.0,18.5,80.2
408739,400585,36.6,809324,651649,84226,2332,29860,714600,52845,87889,81383,93560,27325,216932,157296,13852,25683,114606,15000,57298,0.4566,57483,40.9,360901,15853,29050,48543,37081,20817,3007,19385,38035,41225,22354,14450,778,392567,360901,31666,207229,2315,1177,0,"Congressional District 14 (112th Congress), Texas",14,48,TX,TX-14-2012,42.0,57.0,39.5,59.3
401613,406310,30.5,807923,733117,12743,1732,8505,628921,126969,174843,155466,55441,16010,258289,126344,9354,14213,265932,4843,33909,0.5050,32856,38.3,290500,14719,20262,13657,37794,13490,2784,11377,36432,49554,20364,16220,638,326506,290500,36006,638798,1080,661,68,"Congressional District 15 (112th Congress), Texas",15,48,TX,TX-15-2012,57.0,42.0,57.4,41.5
379260,403390,31.4,782650,621429,26717,3711,8914,562509,119010,202478,117991,65042,19324,229836,116959,11742,23584,184679,5188,39904,0.4694,45624,38.4,305405,2589,20337,21828,33645,21136,5707,16164,37490,46126,26061,21475,708,332366,305405,26961,603802,8972,3229,523,"Congressional District 16 (112th Congress), Texas",16,48,TX,TX-16-2012,64.0,35.0,64.2,34.5
382251,387070,33.0,769321,637017,73730,3149,16105,691750,52519,69988,78021,64924,20732,180488,135313,8561,19646,159028,7611,42622,0.4817,54706,36.5,334459,10322,27217,32262,42333,17027,3304,20773,51989,40304,24923,13370,756,368404,334459,33945,149709,4047,571,293,"Congressional District 17 (112th Congress), Texas",17,48,TX,TX-17-2012,41.0,58.0,37.7,60.4
367337,376027,30.4,743364,365150,261943,2368,28271,565604,127179,172775,131833,57997,21149,209858,85861,7048,24548,214725,8703,36853,0.5090,28665,37.0,319259,6229,31237,36550,34416,19722,4093,18705,23518,38905,20254,11191,756,360238,319259,40979,265656,4031,1774,1289,"Congressional District 18 (112th Congress), Texas",18,48,TX,TX-18-2012,77.0,23.0,76.1,22.8
354547,354719,32.7,709266,594030,39252,4163,9499,644579,40817,59135,84453,62132,21069,180657,119397,8078,18588,130007,6158,41348,0.4699,47074,36.6,312784,20219,19916,19533,36234,13714,4875,17230,38241,45251,27006,14890,692,336687,312784,23903,221005,2239,895,545,"Congressional District 19 (112th Congress), Texas",19,48,TX,TX-19-2012,28.0,71.0,25.0,73.6
363056,374561,31.4,737617,554493,60029,3469,10497,610779,76748,113158,109777,48228,20076,199791,96944,8705,12809,163961,1680,37343,0.4227,57868,36.4,310858,2491,24247,16832,37958,11417,4404,26780,27326,43576,36220,17172,743,345051,310858,34193,475116,9502,853,115,"Congressional District 20 (112th Congress), Texas",20,48,TX,TX-20-2012,58.0,41.0,58.9,39.7
433897,443774,37.8,877671,722633,51389,3173,31418,778129,43174,81326,49114,153017,29320,212675,176271,21877,52592,97678,22961,59217,0.4854,89680,40.8,400707,5314,25277,25247,48316,17064,10519,33127,46197,50331,29900,20924,905,431524,400707,30817,216694,8099,2517,0,"Congressional District 21 (112th Congress), Texas",21,48,TX,TX-21-2012,42.0,56.0,37.9,59.8
458288,461016,35.1,919304,602112,116642,5863,127496,710005,104839,201965,70858,135737,35068,252137,183484,24190,52742,89186,21460,72214,0.4275,51161,40.8,443132,12748,29350,50565,50853,24041,7614,30263,43343,57221,23992,15664,914,471771,443132,28639,209771,4278,2456,1640,"Congressional District 22 (112th Congress), Texas",22,48,TX,TX-22-2012,39.0,60.0,36.7,62.1
422009,427076,33.1,849085,686384,20777,8183,19377,700990,78841,129884,117939,86234,22470,238498,143444,14208,28483,155486,8997,48788,0.4735,61698,39.1,348523,12347,26495,19211,42100,18915,4918,26831,40761,47074,22794,25797,790,384274,348523,35751,521639,6021,1258,126,"Congressional District 23 (112th Congress), Texas",23,48,TX,TX-23-2012,50.0,49.0,48.1,50.7
404374,398676,35.0,803050,546067,117021,3011,71462,631834,102955,160760,62925,139530,31993,206727,145833,17506,65278,88071,17547,58182,0.4474,48397,40.5,413307,3012,21549,43846,43135,31466,13104,39773,33735,41470,33609,10860,888,444676,413307,31369,175009,4842,3003,219,"Congressional District 24 (112th Congress), Texas",24,48,TX,TX-24-2012,41.0,58.0,38.0,60.4
424254,420237,33.0,844491,618997,66481,4814,18339,713346,94045,119072,93702,121100,25230,201328,128793,11068,34212,171197,13032,48145,0.4802,47692,37.2,421444,7399,34444,30958,46649,19728,7739,25205,46327,45019,36707,28545,886,460640,421444,39196,276755,4210,1651,246,"Congressional District 25 (112th Congress), Texas",25,48,TX,TX-25-2012,43.0,56.0,37.8,59.9
463212,477773,33.2,940985,718554,121993,6162,39768,809799,77296,119982,69389,135977,29939,269257,172450,16348,50250,127372,16997,61570,0.4358,58969,39.4,450943,7197,27959,44572,54453,26875,11637,39744,45328,47782,32570,14098,855,496286,450943,45343,156263,4748,2336,217,"Congressional District 26 (112th Congress), Texas",26,48,TX,TX-26-2012,35.0,64.0,30.7,67.6
365521,381841,32.6,747362,658568,18094,2664,8612,623730,75331,118081,122552,53727,19168,213411,117870,7696,14708,192815,5365,39054,0.4844,44074,39.8,297834,10122,21773,18784,38033,16036,4239,12989,35968,43573,26746,18306,740,329045,297834,31211,517084,2981,258,303,"Congressional District 27 (112th Congress), Texas",27,48,TX,TX-27-2012,40.0,59.0,38.2,60.5
430790,444080,30.8,874870,801834,12908,4009,6659,652860,148621,207397,170343,53595,17071,283603,150981,7762,20798,257879,3291,38067,0.4691,43568,38.7,338376,14046,27615,18010,47300,28644,3567,15403,37470,46520,21280,21740,662,363196,338376,24820,667403,4486,1059,70,"Congressional District 28 (112th Congress), Texas",28,48,TX,TX-28-2012,58.0,41.0,60.3,38.7
353473,347717,29.0,701190,473067,70062,3489,9738,461701,174145,231056,171511,22866,18767,224943,97781,3036,7864,199336,2017,35170,0.4383,20640,37.0,277229,3773,43980,38863,33335,20753,2554,7680,15297,23018,23597,6847,713,312804,277229,35575,472453,4738,472,685,"Congressional District 29 (112th Congress), Texas",29,48,TX,TX-29-2012,62.0,37.0,65.9,33.0
357595,364048,31.4,721643,304871,287793,2859,10602,569807,115319,146345,129792,54662,22251,199949,85109,7097,23885,187068,6163,37188,0.4853,26176,37.4,308737,1304,36243,25243,32401,18539,6610,20099,24445,41273,22361,13456,823,349261,308737,40524,274762,2266,1253,293,"Congressional District 30 (112th Congress), Texas",30,48,TX,TX-30-2012,78.0,21.0,79.6,19.6
455537,473337,32.6,928874,710396,115804,5099,35016,814460,48360,86342,59207,114962,29561,257845,171845,14987,36599,105451,9668,55753,0.4226,99778,38.5,392017,7313,24084,32958,53993,13468,7760,20522,36809,51580,27463,37856,891,434474,392017,42457,166854,14287,2781,992,"Congressional District 31 (112th Congress), Texas",31,48,TX,TX-31-2012,43.0,56.0,38.3,59.6
326770,321467,33.3,648237,455286,53798,1858,33672,463662,136964,178981,90853,98076,27609,163049,103780,10917,43704,114466,22255,51046,0.5530,27763,37.4,324750,3105,29605,29457,34339,17661,9479,32571,25119,28361,28473,5196,851,351713,324750,26963,229908,1335,1235,304,"Congressional District 32 (112th Congress), Texas",32,48,TX,TX-32-2012,44.0,55.0,41.5,57.0
465720,455595,30.1,921315,798063,14341,6372,14735,841520,43317,69520,55293,106389,24621,290458,177083,16894,35319,120071,10796,55921,0.4333,56230,36.5,412685,5942,24844,52878,43265,20262,6297,24447,40654,47238,27224,34489,746,447969,412685,35284,100047,1095,833,227,"Congressional District 1 (112th Congress), Utah",01,49,UT,UT-01-2012,29.4,67.7,20.4,77.4
451455,448554,32.3,900009,807847,7016,18504,17720,833741,35453,59941,40404,118880,24850,257363,174020,17840,33791,110119,12572,53888,0.4475,52579,36.8,401276,10673,19839,28478,54592,19886,8180,29422,45461,49794,30249,16136,848,436471,401276,35195,58449,1874,170,757,"Congressional District 2 (112th Congress), Utah",02,49,UT,UT-02-2012,38.4,58.5,29.2,68.0
500464,495434,26.6,995898,880959,11167,6919,24224,876961,73192,108582,59567,97714,22600,333258,182903,13480,26996,144669,5364,57388,0.3877,37997,34.2,446845,8315,32795,53328,51074,22579,8091,27704,53315,45923,28245,18232,864,485645,446845,38800,117211,2967,1169,1324,"Congressional District 3 (112th Congress), Utah",03,49,UT,UT-03-2012,29.5,67.5,19.5,78.3
308393,318038,42.0,626431,596253,5194,2140,7733,596455,9407,24243,35827,93188,26681,125921,128267,11779,20195,69075,7770,52776,0.4308,51373,42.9,327302,9096,24049,33887,37108,11239,6139,15829,46644,46849,22396,16314,849,349718,327302,22416,1900,3060,756,181,"Congressional District (at Large) (112th Congress), Vermont",AL,50,VT,VT-AL-2012,67.8,30.6,67.0,31.2
397097,405942,37.4,803039,568019,161211,2490,24723,723603,30128,58665,49658,101404,31751,197975,163292,14932,34819,64017,16533,69323,0.4125,94610,40.9,374633,3173,24170,23214,44822,18095,4471,18006,36299,45213,25320,47121,1125,405061,374633,30428,19925,12443,1483,1151,"Congressional District 1 (112th Congress), Virginia",01,51,VA,VA-01-2012,43.8,55.4,43.4,55.3
325540,323507,34.0,649047,435366,143712,2716,34499,582588,22173,50568,33472,79534,29517,148280,115828,11363,23952,63916,8567,59750,0.4171,93527,37.7,301922,1980,20231,20434,35016,11917,6872,18875,29471,32714,26935,32568,1126,325334,301922,23412,17352,13081,675,2261,"Congressional District 2 (112th Congress), Virginia",02,51,VA,VA-02-2012,47.9,51.1,48.2,50.5
312457,346394,33.7,658851,250172,360989,2419,12932,616141,19208,32168,71606,60493,22409,145902,82658,9234,18571,134689,4343,41392,0.4518,65123,37.5,289857,858,16496,27201,34020,15679,3591,17124,27026,43669,25654,23866,877,334699,289857,44842,11159,8076,969,1841,"Congressional District 3 (112th Congress), Virginia",03,51,VA,VA-03-2012,65.4,33.9,67.6,31.3
372586,374406,38.4,746992,454595,249246,1829,13296,704648,16670,32301,74279,76218,27752,179984,132225,11955,26139,78902,7244,57026,0.4141,71939,41.7,326967,3196,25296,35259,38974,17097,4015,19191,28743,43395,20620,28722,994,361427,326967,34460,13199,6389,287,955,"Congressional District 4 (112th Congress), Virginia",04,51,VA,VA-04-2012,60.1,39.1,60.3,38.5
329885,354190,41.3,684075,502182,156450,1476,10027,653744,14946,24460,81871,65933,22685,139452,131723,10789,19119,110187,6939,44510,0.4607,55820,42.0,291322,5682,23394,34327,32766,12985,3669,13024,38867,42426,17305,16494,742,320319,291322,28997,10886,1710,1190,439,"Congressional District 5 (112th Congress), Virginia",05,51,VA,VA-05-2012,46.8,52.2,45.9,52.5
344271,367037,39.4,711308,590509,86388,911,12241,668258,22518,34239,71517,77053,23009,148574,135237,12544,20100,96693,5400,45821,0.4483,55735,40.4,326861,5257,20430,35401,46265,16421,5249,17891,35801,47975,23702,15201,711,351811,326861,24950,11047,4324,1598,1162,"Congressional District 6 (112th Congress), Virginia",06,51,VA,VA-06-2012,41.2,57.7,39.5,58.8
366274,397576,40.2,763850,571756,131139,2519,31719,691911,37740,65304,55711,122675,31139,180149,151083,16365,41597,72621,16192,63281,0.4378,63119,42.5,378325,3863,24462,23403,40933,16769,6442,41521,39765,49378,24450,25478,967,404885,378325,26560,11402,6233,2427,1010,"Congressional District 7 (112th Congress), Virginia",07,51,VA,VA-07-2012,44.9,54.3,44.1,54.6
